"Stream/Site name","Collected","East","Delta"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","18","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","19","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","20","13"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","21","14"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","22","15"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","23","16"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","24","17"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","26","18"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","27","19"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","28","20"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","29","21"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","33","22"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","34","23"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","18","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","13"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","21","14"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","22","15"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","23","16"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","24","17"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","18"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","19"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","20"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","21"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","22"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","23"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:15","18",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:15","24","1"
"West Olalla Creek","Thu, 2016-05-12 08:45","3",""
"West Olalla Creek","Thu, 2016-05-12 08:45","4","1"
"West Olalla Creek","Thu, 2016-05-12 08:45","8","2"
"West Olalla Creek","Thu, 2016-05-12 08:45","9","3"
"West Olalla Creek","Thu, 2016-05-12 08:45","10","4"
"West Olalla Creek","Thu, 2016-05-12 08:45","11","5"
"West Olalla Creek","Thu, 2016-05-12 08:45","13","6"
"West Olalla Creek","Thu, 2016-05-12 08:45","14","7"
"West Olalla Creek","Thu, 2016-05-12 08:45","15","8"
"West Olalla Creek","Thu, 2016-05-12 08:45","16","9"
"West Olalla Creek","Thu, 2016-05-12 08:45","17","10"
"West Olalla Creek","Thu, 2016-05-12 08:45","18","11"
"West Olalla Creek","Thu, 2016-05-12 08:45","19","12"
"West Olalla Creek","Thu, 2016-05-12 08:45","20","13"
"West Olalla Creek","Thu, 2016-05-12 08:45","21","14"
"West Olalla Creek","Thu, 2016-05-12 08:45","23","15"
"West Olalla Creek","Thu, 2016-05-12 08:45","24","16"
"West Olalla Creek","Thu, 2016-05-12 08:45","26","17"
"West Olalla Creek","Thu, 2016-05-12 08:45","27","18"
"West Olalla Creek","Thu, 2016-05-12 08:45","28","19"
"West Olalla Creek","Thu, 2016-05-12 08:45","29","20"
"West Olalla Creek","Thu, 2016-05-12 08:45","33","21"
"West Olalla Creek","Thu, 2016-05-12 08:45","34","22"
"West Olalla Creek","Thu, 2016-05-19 09:06","3",""
"West Olalla Creek","Thu, 2016-05-19 09:06","4","1"
"West Olalla Creek","Thu, 2016-05-19 09:06","8","2"
"West Olalla Creek","Thu, 2016-05-19 09:06","9","3"
"West Olalla Creek","Thu, 2016-05-19 09:06","10","4"
"West Olalla Creek","Thu, 2016-05-19 09:06","11","5"
"West Olalla Creek","Thu, 2016-05-19 09:06","13","6"
"West Olalla Creek","Thu, 2016-05-19 09:06","14","7"
"West Olalla Creek","Thu, 2016-05-19 09:06","15","8"
"West Olalla Creek","Thu, 2016-05-19 09:06","16","9"
"West Olalla Creek","Thu, 2016-05-19 09:06","17","10"
"West Olalla Creek","Thu, 2016-05-19 09:06","18","11"
"West Olalla Creek","Thu, 2016-05-19 09:06","20","12"
"West Olalla Creek","Thu, 2016-05-19 09:06","21","13"
"West Olalla Creek","Thu, 2016-05-19 09:06","26","14"
"West Olalla Creek","Thu, 2016-05-19 09:06","27","15"
"West Olalla Creek","Thu, 2016-05-19 09:06","28","16"
"West Olalla Creek","Thu, 2016-05-19 09:06","33","17"
"West Olalla Creek","Thu, 2016-05-19 09:06","34","18"
"Jeffery's Creek","Fri, 2013-06-07 20:25","4",""
"Jeffery's Creek","Fri, 2013-06-07 20:25","11","1"
"Jeffery's Creek","Fri, 2013-06-07 20:25","13","2"
"Jeffery's Creek","Fri, 2013-06-07 20:25","18","3"
"Jeffery's Creek","Fri, 2013-06-07 20:25","24","4"
"Jeffery's Creek","Thu, 2016-06-09 13:30","3",""
"Jeffery's Creek","Thu, 2016-06-09 13:30","4","1"
"Jeffery's Creek","Thu, 2016-06-09 13:30","8","2"
"Jeffery's Creek","Thu, 2016-06-09 13:30","9","3"
"Jeffery's Creek","Thu, 2016-06-09 13:30","13","4"
"Jeffery's Creek","Thu, 2016-06-09 13:30","14","5"
"Jeffery's Creek","Thu, 2016-06-09 13:30","15","6"
"Jeffery's Creek","Thu, 2016-06-09 13:30","19","7"
"Jeffery's Creek","Thu, 2016-06-09 13:30","20","8"
"Jeffery's Creek","Thu, 2016-06-09 13:30","21","9"
"Jeffery's Creek","Thu, 2016-06-09 13:30","22","10"
"Jeffery's Creek","Thu, 2016-06-09 13:30","23","11"
"Jeffery's Creek","Thu, 2016-06-09 13:30","26","12"
"Jeffery's Creek","Thu, 2016-06-09 13:30","27","13"
"Jeffery's Creek","Thu, 2016-06-09 13:30","33","14"
"Jeffery's Creek","Thu, 2016-06-09 13:30","34","15"
"Jeffery's Creek","Mon, 2016-06-13 14:46","3",""
"Jeffery's Creek","Mon, 2016-06-13 14:46","4","1"
"Jeffery's Creek","Mon, 2016-06-13 14:46","19","2"
"Jeffery's Creek","Mon, 2016-06-13 14:46","24","3"
"Jeffery's Creek","Mon, 2016-06-13 14:46","29","4"
"Jeffery's Creek","Thu, 2016-06-09 14:46","3",""
"Jeffery's Creek","Thu, 2016-06-09 14:46","4","1"
"Jeffery's Creek","Thu, 2016-06-09 14:46","19","2"
"Jeffery's Creek","Thu, 2016-06-09 14:46","24","3"
"Jeffery's Creek","Thu, 2016-06-09 14:46","29","4"
"Jeffery's Creek","Mon, 2016-06-13 14:52","3",""
"Jeffery's Creek","Mon, 2016-06-13 14:52","4","1"
"Jeffery's Creek","Mon, 2016-06-13 14:52","19","2"
"Jeffery's Creek","Mon, 2016-06-13 14:52","24","3"
"Jeffery's Creek","Mon, 2016-06-13 14:52","29","4"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","3",""
"Jeffery's Creek","Thu, 2016-06-09 (All day)","4","1"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","8","2"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","9","3"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","4"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","11","5"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","13","6"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","7"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","15","8"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","9"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","17","10"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18","11"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","19","12"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","20","13"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","21","14"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","22","15"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","16"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","24","17"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","26","18"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","27","19"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","20"
"Jeffery's Creek","Thu, 2016-06-09 09:26","3",""
"Jeffery's Creek","Thu, 2016-06-09 09:26","4","1"
"Jeffery's Creek","Thu, 2016-06-09 09:26","8","2"
"Jeffery's Creek","Thu, 2016-06-09 09:26","9","3"
"Jeffery's Creek","Thu, 2016-06-09 09:26","10","4"
"Jeffery's Creek","Thu, 2016-06-09 09:26","11","5"
"Jeffery's Creek","Thu, 2016-06-09 09:26","13","6"
"Jeffery's Creek","Thu, 2016-06-09 09:26","14","7"
"Jeffery's Creek","Thu, 2016-06-09 09:26","15","8"
"Jeffery's Creek","Thu, 2016-06-09 09:26","16","9"
"Jeffery's Creek","Thu, 2016-06-09 09:26","17","10"
"Jeffery's Creek","Thu, 2016-06-09 09:26","18","11"
"Jeffery's Creek","Thu, 2016-06-09 09:26","19","12"
"Jeffery's Creek","Thu, 2016-06-09 09:26","20","13"
"Jeffery's Creek","Thu, 2016-06-09 09:26","21","14"
"Jeffery's Creek","Thu, 2016-06-09 09:26","22","15"
"Jeffery's Creek","Thu, 2016-06-09 09:26","23","16"
"Jeffery's Creek","Thu, 2016-06-09 09:26","24","17"
"Jeffery's Creek","Thu, 2016-06-09 09:26","26","18"
"Jeffery's Creek","Thu, 2016-06-09 09:26","27","19"
"Jeffery's Creek","Thu, 2016-06-09 09:26","28","20"
"Jeffery's Creek","Thu, 2016-06-09 09:26","29","21"
"Jeffery's Creek","Thu, 2016-06-09 09:26","33","22"
"Jeffery's Creek","Thu, 2016-06-09 09:26","34","23"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","3",""
"Jeffery's Creek","Thu, 2016-06-09 (All day)","4","1"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","8","2"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","9","3"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","4"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","11","5"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","13","6"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","7"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","15","8"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","9"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","17","10"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18","11"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","19","12"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","20","13"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","21","14"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","22","15"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","16"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","24","17"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","26","18"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","27","19"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","28","20"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","21"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","33","22"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","34","23"
"Jeffery's Creek","Thu, 2016-06-09 09:27","3",""
"Jeffery's Creek","Thu, 2016-06-09 09:27","4","1"
"Jeffery's Creek","Thu, 2016-06-09 09:27","8","2"
"Jeffery's Creek","Thu, 2016-06-09 09:27","9","3"
"Jeffery's Creek","Thu, 2016-06-09 09:27","10","4"
"Jeffery's Creek","Thu, 2016-06-09 09:27","11","5"
"Jeffery's Creek","Thu, 2016-06-09 09:27","13","6"
"Jeffery's Creek","Thu, 2016-06-09 09:27","14","7"
"Jeffery's Creek","Thu, 2016-06-09 09:27","15","8"
"Jeffery's Creek","Thu, 2016-06-09 09:27","16","9"
"Jeffery's Creek","Thu, 2016-06-09 09:27","17","10"
"Jeffery's Creek","Thu, 2016-06-09 09:27","18","11"
"Jeffery's Creek","Thu, 2016-06-09 09:27","19","12"
"Jeffery's Creek","Thu, 2016-06-09 09:27","20","13"
"Jeffery's Creek","Thu, 2016-06-09 09:27","21","14"
"Jeffery's Creek","Thu, 2016-06-09 09:27","22","15"
"Jeffery's Creek","Thu, 2016-06-09 09:27","23","16"
"Jeffery's Creek","Thu, 2016-06-09 09:27","24","17"
"Jeffery's Creek","Thu, 2016-06-09 09:27","26","18"
"Jeffery's Creek","Thu, 2016-06-09 09:27","27","19"
"Jeffery's Creek","Thu, 2016-06-09 09:27","28","20"
"Jeffery's Creek","Thu, 2016-06-09 09:27","29","21"
"Jeffery's Creek","Thu, 2016-06-09 09:27","33","22"
"Jeffery's Creek","Thu, 2016-06-09 09:27","34","23"
"Imnaha River","Wed, 2015-09-30 10:30","3",""
"Imnaha River","Wed, 2015-09-30 10:30","4","1"
"Imnaha River","Wed, 2015-09-30 10:30","8","2"
"Imnaha River","Wed, 2015-09-30 10:30","9","3"
"Imnaha River","Wed, 2015-09-30 10:30","10","4"
"Imnaha River","Tue, 2016-09-27 10:05","3",""
"Imnaha River","Tue, 2016-09-27 10:05","4","1"
"Grande Ronde River","Wed, 2016-09-28 10:30","",""
"Grande Ronde River","Mon, 2015-09-28 11:15","4",""
"Grande Ronde River","Mon, 2015-09-28 11:15","8","1"
"Grande Ronde River","Mon, 2015-09-28 11:15","9","2"
"Grande Ronde River","Mon, 2015-09-28 11:15","10","3"
"Grande Ronde River","Mon, 2015-09-28 11:15","11","4"
"Grande Ronde River","Mon, 2015-09-28 11:15","13","5"
"Grande Ronde River","Mon, 2015-09-28 11:15","14","6"
"Grande Ronde River","Mon, 2015-09-28 11:15","15","7"
"Grande Ronde River","Mon, 2015-09-28 11:15","16","8"
"Grande Ronde River","Mon, 2015-09-28 11:15","17","9"
"Grande Ronde River","Mon, 2015-09-28 11:15","18","10"
"Grande Ronde River","Mon, 2015-09-28 11:15","19","11"
"Grande Ronde River","Mon, 2015-09-28 11:15","20","12"
"Grande Ronde River","Mon, 2015-09-28 11:15","22","13"
"Grande Ronde River","Mon, 2015-09-28 11:15","23","14"
"Grande Ronde River","Mon, 2015-09-28 11:15","24","15"
"Grande Ronde River","Mon, 2015-09-28 11:15","26","16"
"Grande Ronde River","Mon, 2015-09-28 11:15","27","17"
"Grande Ronde River","Mon, 2015-09-28 11:15","28","18"
"Grande Ronde River","Mon, 2015-09-28 11:15","29","19"
"Grande Ronde River","Mon, 2015-09-28 11:15","33","20"
"Grande Ronde River","Mon, 2015-09-28 11:15","34","21"
"Wenaha River","Wed, 2016-09-28 13:11","3",""
"Wenaha River","Wed, 2016-09-28 13:11","4","1"
"Wenaha River","Wed, 2016-09-28 13:11","8","2"
"Wenaha River","Wed, 2016-09-28 13:11","9","3"
"Wenaha River","Wed, 2016-09-28 13:11","11","4"
"Wenaha River","Wed, 2016-09-28 13:11","16","5"
"Wenaha River","Wed, 2016-09-28 13:11","17","6"
"Wenaha River","Wed, 2016-09-28 13:11","18","7"
"Wenaha River","Wed, 2016-09-28 13:11","22","8"
"Wenaha River","Wed, 2016-09-28 13:11","23","9"
"Wenaha River","Wed, 2016-09-28 13:11","24","10"
"Wenaha River","Wed, 2016-09-28 13:11","28","11"
"Wenaha River","Wed, 2016-09-28 13:11","29","12"
"Wenaha River","Wed, 2016-09-28 13:11","34","13"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","3",""
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","4","1"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","3",""
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","4","1"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","8","2"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","9","3"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","10","4"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","11","5"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","13","6"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","14","7"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","15","8"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","16","9"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","17","10"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","18","11"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","19","12"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","20","13"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","21","14"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","22","15"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","23","16"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","24","17"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","26","18"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","27","19"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","28","20"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","29","21"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","33","22"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","34","23"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","3",""
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","4","1"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","8","2"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","9","3"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","10","4"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","11","5"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","3",""
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","4","1"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","8","2"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","9","3"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","10","4"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","11","5"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","14","6"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","15","7"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","16","8"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","17","9"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","20","10"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","21","11"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","22","12"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","23","13"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","26","14"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","27","15"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","28","16"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","33","17"
"Bear Creek","Wed, 2016-10-05 10:00","",""
"Bear Creek","Tue, 2016-10-04 10:00","3",""
"Bear Creek","Tue, 2016-10-04 10:00","4","1"
"Bear Creek","Tue, 2016-10-04 10:00","13","2"
"Bear Creek","Tue, 2016-10-04 10:00","19","3"
"Bear Creek","Tue, 2016-10-04 10:00","26","4"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","3",""
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","4","1"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","8","2"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","9","3"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","10","4"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","11","5"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","18","6"
"Enterprise City Park","Tue, 2015-10-27 08:35","3",""
"Enterprise City Park","Tue, 2015-10-27 08:35","4","1"
"Enterprise City Park","Tue, 2015-10-27 08:35","8","2"
"Enterprise City Park","Tue, 2015-10-27 08:35","11","3"
"Enterprise City Park","Thu, 2016-10-13 13:00","19",""
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","3",""
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","4","1"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","8","2"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","11","3"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","",""
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18",""
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","1"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","26","2"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","27","3"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","28","4"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","29","5"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","33","6"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","34","7"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","4"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","5"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","6"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","7"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","15","8"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","16","9"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","10"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","11"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","12"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","33","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","34","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","4"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","5"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","6"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","3",""
"Wiley Creek State Park","Tue, 2016-09-27 11:50","4","1"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","8","2"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","9","3"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","10","4"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","11","5"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","14","6"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","16","7"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","17","8"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","18","9"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","20","10"
"Joseph City Park","Wed, 2016-10-19 08:45","3",""
"Joseph City Park","Wed, 2016-10-19 08:45","4","1"
"Joseph City Park","Wed, 2016-10-19 08:45","10","2"
"Joseph City Park","Wed, 2016-10-19 08:45","11","3"
"Joseph City Park","Wed, 2016-10-19 08:45","17","4"
"Joseph City Park","Wed, 2016-10-19 08:45","18","5"
"Joseph Prairie Creek","Wed, 2016-10-19 10:00","",""
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","17",""
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","18","1"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","24","2"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","3",""
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","4","1"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","8","2"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","9","3"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","10","4"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","11","5"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","13","6"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","14","7"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","15","8"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","16","9"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","17","10"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","18","11"
