"Stream/Site name","Collected","West","Delta"
"Jeffery's Creek","Thu, 2016-06-09 14:46","19","11"
"Jeffery's Creek","Thu, 2016-06-09 14:46","20","12"
"Jeffery's Creek","Thu, 2016-06-09 14:46","23","13"
"Jeffery's Creek","Thu, 2016-06-09 14:46","24","14"
"Jeffery's Creek","Thu, 2016-06-09 14:46","26","15"
"Jeffery's Creek","Thu, 2016-06-09 14:46","29","16"
"Jeffery's Creek","Thu, 2016-06-09 14:46","33","17"
"Jeffery's Creek","Thu, 2016-06-09 14:46","34","18"
"Jeffery's Creek","Mon, 2016-06-13 14:52","3",""
"Jeffery's Creek","Mon, 2016-06-13 14:52","4","1"
"Jeffery's Creek","Mon, 2016-06-13 14:52","8","2"
"Jeffery's Creek","Mon, 2016-06-13 14:52","9","3"
"Jeffery's Creek","Mon, 2016-06-13 14:52","10","4"
"Jeffery's Creek","Mon, 2016-06-13 14:52","11","5"
"Jeffery's Creek","Mon, 2016-06-13 14:52","13","6"
"Jeffery's Creek","Mon, 2016-06-13 14:52","14","7"
"Jeffery's Creek","Mon, 2016-06-13 14:52","15","8"
"Jeffery's Creek","Mon, 2016-06-13 14:52","17","9"
"Jeffery's Creek","Mon, 2016-06-13 14:52","18","10"
"Jeffery's Creek","Mon, 2016-06-13 14:52","19","11"
"Jeffery's Creek","Mon, 2016-06-13 14:52","20","12"
"Jeffery's Creek","Mon, 2016-06-13 14:52","23","13"
"Jeffery's Creek","Mon, 2016-06-13 14:52","24","14"
"Jeffery's Creek","Mon, 2016-06-13 14:52","26","15"
"Jeffery's Creek","Mon, 2016-06-13 14:52","29","16"
"Jeffery's Creek","Mon, 2016-06-13 14:52","33","17"
"Jeffery's Creek","Mon, 2016-06-13 14:52","34","18"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","3",""
"Jeffery's Creek","Thu, 2016-06-09 (All day)","4","1"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","8","2"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","9","3"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","4"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","11","5"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","13","6"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","7"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","8"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","17","9"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18","10"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","19","11"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","20","12"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","21","13"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","22","14"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","15"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","26","16"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","28","17"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","33","18"
"Jeffery's Creek","Thu, 2016-06-09 09:26","18",""
"Jeffery's Creek","Thu, 2016-06-09 09:26","24","1"
"Jeffery's Creek","Thu, 2016-06-09 09:26","26","2"
"Jeffery's Creek","Thu, 2016-06-09 09:26","27","3"
"Jeffery's Creek","Thu, 2016-06-09 09:26","28","4"
"Jeffery's Creek","Thu, 2016-06-09 09:26","29","5"
"Jeffery's Creek","Thu, 2016-06-09 09:26","33","6"
"Jeffery's Creek","Thu, 2016-06-09 09:26","34","7"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18",""
"Jeffery's Creek","Thu, 2016-06-09 (All day)","24","1"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","26","2"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","27","3"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","28","4"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","5"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","33","6"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","34","7"
"Jeffery's Creek","Thu, 2016-06-09 09:27","18",""
"Jeffery's Creek","Thu, 2016-06-09 09:27","24","1"
"Jeffery's Creek","Thu, 2016-06-09 09:27","26","2"
"Jeffery's Creek","Thu, 2016-06-09 09:27","27","3"
"Jeffery's Creek","Thu, 2016-06-09 09:27","28","4"
"Jeffery's Creek","Thu, 2016-06-09 09:27","29","5"
"Jeffery's Creek","Thu, 2016-06-09 09:27","33","6"
"Jeffery's Creek","Thu, 2016-06-09 09:27","34","7"
"Imnaha River","Wed, 2015-09-30 10:30","3",""
"Imnaha River","Wed, 2015-09-30 10:30","4","1"
"Imnaha River","Wed, 2015-09-30 10:30","8","2"
"Imnaha River","Wed, 2015-09-30 10:30","9","3"
"Imnaha River","Wed, 2015-09-30 10:30","10","4"
"Imnaha River","Wed, 2015-09-30 10:30","11","5"
"Imnaha River","Wed, 2015-09-30 10:30","16","6"
"Imnaha River","Wed, 2015-09-30 10:30","17","7"
"Imnaha River","Wed, 2015-09-30 10:30","18","8"
"Imnaha River","Wed, 2015-09-30 10:30","21","9"
"Imnaha River","Wed, 2015-09-30 10:30","22","10"
"Imnaha River","Wed, 2015-09-30 10:30","23","11"
"Imnaha River","Wed, 2015-09-30 10:30","24","12"
"Imnaha River","Tue, 2016-09-27 10:05","3",""
"Imnaha River","Tue, 2016-09-27 10:05","4","1"
"Imnaha River","Tue, 2016-09-27 10:05","8","2"
"Imnaha River","Tue, 2016-09-27 10:05","9","3"
"Imnaha River","Tue, 2016-09-27 10:05","10","4"
"Imnaha River","Tue, 2016-09-27 10:05","11","5"
"Imnaha River","Tue, 2016-09-27 10:05","13","6"
"Imnaha River","Tue, 2016-09-27 10:05","14","7"
"Imnaha River","Tue, 2016-09-27 10:05","15","8"
"Imnaha River","Tue, 2016-09-27 10:05","16","9"
"Imnaha River","Tue, 2016-09-27 10:05","17","10"
"Imnaha River","Tue, 2016-09-27 10:05","18","11"
"Imnaha River","Tue, 2016-09-27 10:05","19","12"
"Imnaha River","Tue, 2016-09-27 10:05","20","13"
"Imnaha River","Tue, 2016-09-27 10:05","21","14"
"Imnaha River","Tue, 2016-09-27 10:05","22","15"
"Imnaha River","Tue, 2016-09-27 10:05","23","16"
"Imnaha River","Tue, 2016-09-27 10:05","24","17"
"Imnaha River","Tue, 2016-09-27 10:05","26","18"
"Imnaha River","Tue, 2016-09-27 10:05","27","19"
"Imnaha River","Tue, 2016-09-27 10:05","28","20"
"Imnaha River","Tue, 2016-09-27 10:05","29","21"
"Imnaha River","Tue, 2016-09-27 10:05","33","22"
"Imnaha River","Tue, 2016-09-27 10:05","34","23"
"Grande Ronde River","Wed, 2016-09-28 10:30","8",""
"Grande Ronde River","Mon, 2015-09-28 11:15","24",""
"Grande Ronde River","Mon, 2015-09-28 11:15","27","1"
"Grande Ronde River","Mon, 2015-09-28 11:15","28","2"
"Grande Ronde River","Mon, 2015-09-28 11:15","29","3"
"Grande Ronde River","Mon, 2015-09-28 11:15","33","4"
"Grande Ronde River","Mon, 2015-09-28 11:15","34","5"
"Wenaha River","Wed, 2016-09-28 13:11","4",""
"Wenaha River","Wed, 2016-09-28 13:11","8","1"
"Wenaha River","Wed, 2016-09-28 13:11","11","2"
"Wenaha River","Wed, 2016-09-28 13:11","13","3"
"Wenaha River","Wed, 2016-09-28 13:11","16","4"
"Wenaha River","Wed, 2016-09-28 13:11","17","5"
"Wenaha River","Wed, 2016-09-28 13:11","18","6"
"Wenaha River","Wed, 2016-09-28 13:11","19","7"
"Wenaha River","Wed, 2016-09-28 13:11","20","8"
"Wenaha River","Wed, 2016-09-28 13:11","22","9"
"Wenaha River","Wed, 2016-09-28 13:11","24","10"
"Wenaha River","Wed, 2016-09-28 13:11","26","11"
"Wenaha River","Wed, 2016-09-28 13:11","27","12"
"Wenaha River","Wed, 2016-09-28 13:11","29","13"
"Wenaha River","Wed, 2016-09-28 13:11","33","14"
"Wenaha River","Wed, 2016-09-28 13:11","34","15"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","3",""
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","4","1"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","8","2"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","11","3"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","13","4"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","3",""
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","4","1"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","8","2"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","9","3"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","10","4"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","11","5"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","3",""
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","4","1"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","11","2"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","18","3"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","3",""
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","4","1"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","8","2"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","9","3"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","10","4"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","11","5"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","14","6"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","15","7"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","16","8"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","17","9"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","18","10"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","21","11"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","22","12"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","23","13"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","24","14"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","27","15"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","28","16"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","29","17"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","33","18"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","34","19"
"Bear Creek","Wed, 2016-10-05 10:00","",""
"Bear Creek","Tue, 2016-10-04 10:00","11",""
"Bear Creek","Tue, 2016-10-04 10:00","17","1"
"Bear Creek","Tue, 2016-10-04 10:00","18","2"
"Bear Creek","Tue, 2016-10-04 10:00","23","3"
"Bear Creek","Tue, 2016-10-04 10:00","24","4"
"Bear Creek","Tue, 2016-10-04 10:00","29","5"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","18",""
"Enterprise City Park","Tue, 2015-10-27 08:35","3",""
"Enterprise City Park","Tue, 2015-10-27 08:35","4","1"
"Enterprise City Park","Tue, 2015-10-27 08:35","11","2"
"Enterprise City Park","Tue, 2015-10-27 08:35","17","3"
"Enterprise City Park","Tue, 2015-10-27 08:35","18","4"
"Enterprise City Park","Tue, 2015-10-27 08:35","23","5"
"Enterprise City Park","Tue, 2015-10-27 08:35","24","6"
"Enterprise City Park","Thu, 2016-10-13 13:00","16",""
"Enterprise City Park","Thu, 2016-10-13 13:00","17","1"
"Enterprise City Park","Thu, 2016-10-13 13:00","22","2"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","3",""
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","4","1"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","8","2"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","11","3"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","13","4"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","18","5"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","3",""
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","4","1"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","10","2"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","11","3"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","17","4"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","5"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","6"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","11",""
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","17","1"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","2"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","23","3"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","4"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","29","5"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","29","4"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","4"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","23","5"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","6"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","29","7"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","34","8"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3",""
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","2"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","3"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","16","4"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","5"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","6"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","23","7"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","8"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","29","9"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","4",""
"Wiley Creek State Park","Tue, 2016-09-27 11:50","8","1"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","11","2"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","13","3"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","17","4"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","18","5"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","19","6"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","24","7"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","29","8"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","34","9"
"Joseph City Park","Wed, 2016-10-19 08:45","3",""
"Joseph City Park","Wed, 2016-10-19 08:45","4","1"
"Joseph City Park","Wed, 2016-10-19 08:45","19","2"
"Joseph City Park","Wed, 2016-10-19 08:45","20","3"
"Joseph City Park","Wed, 2016-10-19 08:45","26","4"
"Joseph City Park","Wed, 2016-10-19 08:45","27","5"
"Joseph City Park","Wed, 2016-10-19 08:45","33","6"
"Joseph Prairie Creek","Wed, 2016-10-19 10:00","",""
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","3",""
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","4","1"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","8","2"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","9","3"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","10","4"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","11","5"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","13","6"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","14","7"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","15","8"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","19","9"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","3",""
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","4","1"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","10","2"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","11","3"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","17","4"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","18","5"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","24","6"
"Wallowa River Wolfe Ranch","Thu, 2015-10-15 10:50","",""
"Wallowa River Wolfe Ranch","Wed, 2016-10-26 10:30","",""
