"Stream/Site name","Collected","South","Delta","Nid","Uid"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","19","3","6200","601"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","24","4","6200","601"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","26","5","6200","601"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","13","","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","14","1","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","18","2","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","19","3","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","24","4","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","26","5","6202","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","18","","6203","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","24","1","6203","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","19","","6204","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","20","1","6204","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","24","2","6204","656"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","26","3","6204","656"
"Coast Creek Data","Fri, 2014-09-26 13:36","3","","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","4","1","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","8","2","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","9","3","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","10","4","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","11","5","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","13","6","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","14","7","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","15","8","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","16","9","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","17","10","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","18","11","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","19","12","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","20","13","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","21","14","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","22","15","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","23","16","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","24","17","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","26","18","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","27","19","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","28","20","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","29","21","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","33","22","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:36","34","23","6346","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","8","","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","9","1","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","13","2","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","14","3","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","15","4","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","17","5","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","18","6","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","19","7","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","20","8","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","26","9","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","27","10","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","28","11","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","29","12","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","33","13","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:40","34","14","6347","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","3","","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","4","1","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","8","2","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","13","3","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","14","4","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","19","5","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","20","6","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","26","7","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","33","8","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","34","9","6348","666"
"Grande Ronde River","Wed, 2014-10-08 11:00","3","","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","8","1","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","16","2","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","17","3","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","22","4","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","23","5","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","27","6","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","28","7","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","29","8","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","33","9","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","34","10","6383","109"
"Bear Creek","Tue, 2014-10-14 (All day)","3","","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","4","1","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","8","2","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","9","3","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","10","4","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","11","5","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","13","6","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","14","7","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","15","8","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","16","9","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","17","10","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","18","11","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","19","12","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","20","13","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","21","14","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","22","15","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","23","16","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","24","17","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","26","18","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","27","19","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","28","20","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","29","21","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","33","22","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","34","23","6392","109"
"Bear Creek","Wed, 2014-10-15 (All day)","3","","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","4","1","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","8","2","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","9","3","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","10","4","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","13","5","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","14","6","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","15","7","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","16","8","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","19","9","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","20","10","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","21","11","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","22","12","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","26","13","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","27","14","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","28","15","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","33","16","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","34","17","6395","109"
"Wenaha River","Wed, 2014-10-08 13:20","3","","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","4","1","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","8","2","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","9","3","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","10","4","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","11","5","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","13","6","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","14","7","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","16","8","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","17","9","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","19","10","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","20","11","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","22","12","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","23","13","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","26","14","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","27","15","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","33","16","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","34","17","6396","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","3","","6407","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","4","1","6407","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","8","2","6407","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","9","3","6407","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","10","4","6407","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","11","5","6407","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","","","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","","","6411","109"
"Imnaha River","Tue, 2014-10-07 10:00","11","","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","17","1","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","18","2","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","24","3","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","29","4","6413","109"
"Camp Creek","Tue, 2014-10-07 12:30","3","","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","4","1","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","8","2","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","9","3","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","10","4","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","11","5","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","13","6","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","14","7","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","15","8","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","16","9","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","17","10","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","18","11","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","19","12","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","20","13","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","21","14","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","22","15","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","23","16","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","24","17","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","26","18","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","27","19","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","28","20","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","29","21","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","33","22","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","34","23","6416","109"
"Mingus Park","Wed, 2014-11-05 08:13","3","","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","4","1","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","8","2","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","9","3","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","15","4","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","20","5","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","21","6","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","26","7","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","27","8","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","33","9","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","34","10","6421","636"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","3","","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","4","1","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","8","2","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","9","3","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","10","4","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","13","5","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","14","6","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","15","7","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","16","8","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","19","9","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","20","10","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","21","11","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","22","12","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","23","13","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","24","14","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","26","15","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","27","16","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","28","17","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","29","18","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","33","19","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","34","20","6543","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","19","","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","20","1","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","21","2","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","22","3","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","23","4","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","24","5","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","26","6","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","27","7","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","28","8","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","29","9","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","33","10","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","34","11","6546","109"
"Joseph City Park","Tue, 2014-10-28 09:20","3","","6577","109"
"Joseph City Park","Tue, 2014-10-28 09:20","8","1","6577","109"
"Joseph City Park","Tue, 2014-10-28 09:20","9","2","6577","109"
"Joseph City Park","Tue, 2014-10-28 09:20","18","3","6577","109"
"Joseph City Park","Thu, 2014-10-30 08:54","3","","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","8","1","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","9","2","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","11","3","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","17","4","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","18","5","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","24","6","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:55","13","","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","14","1","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","17","2","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","18","3","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","19","4","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","20","5","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","23","6","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","24","7","6580","109"
"Joseph Prairie Creek","Tue, 2014-10-28 09:52","","","6605","109"
"Wallowa River Wolfe Ranch","Tue, 2014-10-21 11:00","","","6629","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","9","","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","10","1","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","11","2","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","15","3","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","16","4","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","17","5","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","18","6","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","21","7","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","22","8","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","23","9","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","24","10","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","26","11","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","27","12","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","28","13","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","29","14","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","33","15","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","34","16","6644","109"
