"Stream/Site name","Collected","North","Delta","Nid","Uid"
"Coast Creek Data","Fri, 2014-09-26 13:41","8","2","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","9","3","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","10","4","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","11","5","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","13","6","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","14","7","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","15","8","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","16","9","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","17","10","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","18","11","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","19","12","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","20","13","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","24","14","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","26","15","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","27","16","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","33","17","6348","666"
"Coast Creek Data","Fri, 2014-09-26 13:41","34","18","6348","666"
"Grande Ronde River","Wed, 2014-10-08 11:00","3","","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","4","1","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","11","2","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","29","3","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","33","4","6383","109"
"Grande Ronde River","Wed, 2014-10-08 11:00","34","5","6383","109"
"Bear Creek","Tue, 2014-10-14 (All day)","3","","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","8","1","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","9","2","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","13","3","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","14","4","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","15","5","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","19","6","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","20","7","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","21","8","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","26","9","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","27","10","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","28","11","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","29","12","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","33","13","6392","109"
"Bear Creek","Tue, 2014-10-14 (All day)","34","14","6392","109"
"Bear Creek","Wed, 2014-10-15 (All day)","3","","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","4","1","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","8","2","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","9","3","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","10","4","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","11","5","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","13","6","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","14","7","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","15","8","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","19","9","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","20","10","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","21","11","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","26","12","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","27","13","6395","109"
"Bear Creek","Wed, 2014-10-15 (All day)","33","14","6395","109"
"Wenaha River","Wed, 2014-10-08 13:20","3","","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","4","1","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","8","2","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","9","3","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","10","4","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","11","5","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","13","6","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","14","7","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","15","8","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","16","9","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","17","10","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","18","11","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","19","12","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","20","13","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","21","14","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","22","15","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","23","16","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","24","17","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","26","18","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","27","19","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","28","20","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","29","21","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","33","22","6396","109"
"Wenaha River","Wed, 2014-10-08 13:20","34","23","6396","109"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","","","6407","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","3","","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","8","1","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","9","2","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","10","3","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","13","4","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","14","5","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","15","6","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","16","7","6410","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","3","","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","8","1","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","9","2","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","10","3","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","13","4","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","14","5","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","15","6","6411","109"
"Enterprise City Park","Thu, 2014-10-23 09:02","16","7","6411","109"
"Imnaha River","Tue, 2014-10-07 10:00","3","","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","8","1","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","9","2","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","13","3","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","14","4","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","15","5","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","19","6","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","20","7","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","21","8","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","26","9","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","27","10","6413","109"
"Imnaha River","Tue, 2014-10-07 10:00","33","11","6413","109"
"Camp Creek","Tue, 2014-10-07 12:30","3","","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","4","1","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","8","2","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","9","3","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","10","4","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","11","5","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","13","6","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","14","7","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","15","8","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","16","9","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","17","10","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","18","11","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","19","12","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","20","13","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","21","14","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","22","15","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","23","16","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","24","17","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","27","18","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","28","19","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","29","20","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","33","21","6416","109"
"Camp Creek","Tue, 2014-10-07 12:30","34","22","6416","109"
"Mingus Park","Wed, 2014-11-05 08:13","3","","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","4","1","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","10","2","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","11","3","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","16","4","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","17","5","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","18","6","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","20","7","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","21","8","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","27","9","6421","636"
"Mingus Park","Wed, 2014-11-05 08:13","33","10","6421","636"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","3","","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","4","1","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","8","2","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","9","3","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","10","4","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","11","5","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","13","6","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","14","7","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","15","8","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","16","9","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","17","10","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","18","11","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","19","12","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","20","13","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","21","14","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","22","15","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","23","16","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","24","17","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","26","18","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","27","19","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","28","20","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","29","21","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","33","22","6543","109"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","34","23","6543","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","3","","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","4","1","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","8","2","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","9","3","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","10","4","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","11","5","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","13","6","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","14","7","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","15","8","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","16","9","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","17","10","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","18","11","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","19","12","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","20","13","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","21","14","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","22","15","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","23","16","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","24","17","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","26","18","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","27","19","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","28","20","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","29","21","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","33","22","6546","109"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","34","23","6546","109"
"Joseph City Park","Tue, 2014-10-28 09:20","11","","6577","109"
"Joseph City Park","Thu, 2014-10-30 08:54","11","","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","13","1","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","18","2","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:54","24","3","6579","109"
"Joseph City Park","Thu, 2014-10-30 08:55","4","","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","10","1","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","11","2","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","26","3","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","27","4","6580","109"
"Joseph City Park","Thu, 2014-10-30 08:55","33","5","6580","109"
"Joseph Prairie Creek","Tue, 2014-10-28 09:52","","","6605","109"
"Wallowa River Wolfe Ranch","Tue, 2014-10-21 11:00","","","6629","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","3","","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","4","1","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","8","2","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","9","3","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","10","4","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","11","5","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","13","6","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","14","7","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","15","8","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","16","9","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","17","10","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","18","11","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","19","12","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","20","13","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","21","14","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","22","15","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","23","16","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","24","17","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","26","18","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","27","19","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","28","20","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","29","21","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","33","22","6644","109"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","34","23","6644","109"
"Reed Canyon","Wed, 2011-12-14 15:43","3","","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","4","1","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","8","2","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","9","3","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","10","4","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","13","5","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","14","6","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","15","7","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","16","8","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","19","9","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","20","10","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","21","11","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","26","12","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","27","13","6681","683"
"Reed Canyon","Wed, 2011-12-14 15:43","33","14","6681","683"
"Mingus Park","Tue, 2015-01-13 09:58","3","","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","4","1","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","15","2","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","16","3","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","17","4","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","18","5","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","21","6","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","22","7","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","23","8","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","24","9","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","28","10","6731","634"
"Mingus Park","Tue, 2015-01-13 09:58","29","11","6731","634"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","13","","7241","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","19","1","7241","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","","","7271","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","13","","7301","611"
